energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
190.200,  90.00, 1.331, 1.381, 9.088e-01, 14.0, 1.895e-05
201.300,  90.00, 1.410, 1.460, 1.405e+00,  8.6, 3.282e-05
246.600,  90.00, 1.732, 1.782, 6.533e-01,  6.7, 2.294e-05
270.000,  90.00, 1.898, 1.948, 3.795e-01,  6.6, 1.598e-05
297.400,  90.00, 2.092, 2.142, 1.146e-01,  9.6, 5.861e-06
319.400,  90.00, 2.248, 2.298, 8.726e-02,  8.3, 5.153e-06
339.100,  90.00, 2.387, 2.438, 2.011e-02, 30.6, 1.339e-06
