energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
190.200,  90.00, 1.331, 1.380, 5.526e-01, 18.9, 1.152e-05
201.300,  90.00, 1.410, 1.459, 6.843e-01, 12.7, 1.599e-05
246.600,  90.00, 1.731, 1.781, 3.948e-01,  8.3, 1.386e-05
270.000,  90.00, 1.897, 1.948, 2.057e-01, 10.7, 8.664e-06
297.400,  90.00, 2.092, 2.142, 1.151e-01, 10.4, 5.888e-06
319.400,  90.00, 2.247, 2.298, 4.854e-02, 12.4, 2.866e-06
339.100,  90.00, 2.387, 2.437, 1.857e-02, 28.3, 1.237e-06
