energy,theta,Q,Q_eff,xsection,xsection_err,f_total_sq
190.200,  90.00, 1.329, 1.378, 3.094e+00,  3.3, 6.454e-05
246.600,  90.00, 1.729, 1.779, 8.509e-01,  5.5, 2.988e-05
270.000,  90.00, 1.895, 1.945, 4.691e-01,  5.9, 1.976e-05
297.400,  90.00, 2.090, 2.140, 1.735e-01, 11.1, 8.876e-06
319.400,  90.00, 2.245, 2.295, 1.054e-01,  9.5, 6.223e-06
339.100,  90.00, 2.385, 2.435, 5.410e-02, 10.5, 3.604e-06
