md,rates,rates_err,yields,yields_err,theta,theta_err,q2,q2_err,asym,asym_err
1,1.1819,0.0044712,149.08,0.60141,7.5705,0.0032401,0.023522,2.1345e-05,2.0812,0.0017329
2,1.1817,0.0044623,149.35,0.59841,7.5689,0.0032365,0.023512,2.1343e-05,2.0807,0.001738
3,1.1855,0.0044799,148.81,0.59299,7.5718,0.0032409,0.02353,2.1364e-05,2.0816,0.0017315
4,1.1685,0.0044099,144.99,0.58061,7.581,0.0032228,0.023582,2.1259e-05,2.0868,0.0017296
5,1.1806,0.0044722,148.75,0.59658,7.5677,0.0032472,0.023502,2.1388e-05,2.0799,0.0017395
6,1.1838,0.0044811,149.92,0.60477,7.5677,0.0032474,0.023507,2.139e-05,2.0807,0.0017357
7,1.1809,0.00445,149.37,0.59624,7.5709,0.0032201,0.023522,2.1239e-05,2.0801,0.0017383
8,1.1873,0.0044728,149.85,0.59958,7.566,0.0032196,0.023496,2.1211e-05,2.0786,0.0017359
